group	taxa	abund	relative_abund
GRUPO_1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;phyllosphaerae;;0.58	0	0
GRUPO_1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;;;0.78	94	3.0836455251054674e-4
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;;;;;;0.5	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;;;;;;0.89	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;;;;;;1	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;;;;;0.87	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;insecticola;;0.8	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;pickettii;;0.92	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;;;;0.92	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;;;;1	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;testosteroni;;1	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;;;0.95	6	1.968284377726894e-5
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;puraquae;;0.57	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Xylophilus;;;0.55	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;;;;0.89	67	2.197917555128365e-4
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;;;;0.97	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Candidatus Profftella;;;0.72	3657	0.011996693282245419
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.52	3471	0.011386525125150081
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.57	23	7.54509011461976e-5
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.6	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.8	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.83	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.96	1964	0.0064428508630927
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;agri;0.87	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;aerilata;;0.51	590	0.0019354796380981125
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;aerilata;;0.53	183	6.003267352067027e-4
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;pinisoli;pinisoli;0.55	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;putida;;0.75	2	6.5609479257563134e-6
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;putida;;0.86	19	6.232900529468497e-5
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;timonae;;0.51	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;timonae;;0.93	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;0.93	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;dispersa;;0.86	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;johnsonii;;0.79	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;junii;;0.88	6	1.968284377726894e-5
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;;aerosaccus;1	8	2.6243791703025254e-5
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;faecalis;;0.89	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;;;;0.91	16	5.248758340605051e-5
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;;putida;0.96	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;brassicacearum;;0.77	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;oryzihabitans;;0.69	106	3.477302400650846e-4
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;protegens;;0.63	5	1.6402369814390784e-5
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;psychrotolerans;;0.88	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;;;0.87	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Luteibacter;rhizovicinus;;0.99	0	0
GRUPO_1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;maltophilia;;0.99	0	0
GRUPO_1	Bacteria;Verrucomicrobiota;Verrucomicrobiae;;;;;;0.51	0	0
GRUPO_1	Bacteria;Verrucomicrobiota;Verrucomicrobiae;;;;;;0.75	0	0
GRUPO_1	Bacteria;Verrucomicrobiota;Verrucomicrobiae;;;;;;0.8	4	1.3121895851512627e-5
GRUPO_1	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;;;;;0.54	0	0
GRUPO_1	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;;;;0.63	0	0
GRUPO_2	;;;;;;;;0	42	1.1901658297722816e-4
GRUPO_2	Bacteria;;;;;;;;0.85	12	3.400473799349376e-5
GRUPO_2	Bacteria;;;;;;;;0.89	0	0
GRUPO_2	Bacteria;;;;;;;;0.9	103	2.9187400111082147e-4
GRUPO_2	Bacteria;;;;;;;;0.91	8	2.266982532899584e-5
GRUPO_2	Bacteria;;;;;;;;0.92	5	1.41686408306224e-5
GRUPO_2	Bacteria;;;;;;;;0.93	0	0
GRUPO_2	Bacteria;;;;;;;;0.94	24	6.800947598698751e-5
GRUPO_2	Bacteria;;;;;;;;0.95	0	0
GRUPO_2	Bacteria;;;;;;;;0.96	0	0
GRUPO_2	Bacteria;;;;;;;;0.97	57	1.6152250546909536e-4
GRUPO_2	Bacteria;;;;;;;;0.98	0	0
GRUPO_2	Bacteria;;;;;;;;0.99	178	5.044036135701574e-4
GRUPO_2	Bacteria;;;;;;;;1	41	1.1618285481110368e-4
GRUPO_2	Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium;;;1	24	6.800947598698751e-5
GRUPO_2	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidipila-Silvibacterium;;;0.56	0	0
GRUPO_2	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Bryocella;;;0.64	25	7.0843204153112e-5
GRUPO_2	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Edaphobacter;;;0.93	44	1.2468403930947713e-4
GRUPO_2	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Granulicella;;acidiphila;0.65	59	1.671899618013443e-4
GRUPO_2	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Terriglobus;;;0.98	0	0
GRUPO_2	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Terriglobus;;roseus;0.95	76	2.1536334062546047e-4
GRUPO_2	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Terriglobus;;tenax;0.7	80	2.266982532899584e-4
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;;;;;;0.61	3	8.50118449837344e-6
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;;;;;;1	18	5.100710699024064e-5
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;efficiens;efficiens;0.59	17	4.817337882411616e-5
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;;;;0.55	61	1.728574181335933e-4
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;;;;0.74	12	3.400473799349376e-5
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineococcus;radiotolerans;;0.62	85	2.408668941205808e-4
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineococcus;rhizosphaerae;;0.53	29	8.217811681760992e-5
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;;;0.89	16	4.533965065799168e-5
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;;;;0.91	0	0
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;;;;0.94	292	8.274486245083482e-4
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;;;;0.95	651	0.0018447570361470366
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium;;;0.59	130	3.683846615961824e-4
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium;;soli;0.56	0	0
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;;;0.7	0	0
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;;;0.71	76	2.1536334062546047e-4
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;flaccumfaciens;;0.67	462	0.0013091824127495098
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;;;0.81	36	1.0201421398048129e-4
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;acnes;;0.99	7	1.983609716287136e-5
GRUPO_2	Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;chiangmaiensis;;0.73	20	5.66745633224896e-5
GRUPO_2	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;;;0.51	8	2.266982532899584e-5
GRUPO_2	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;;;;1	95	2.692041757818256e-4
GRUPO_2	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;;;0.59	0	0
GRUPO_2	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;;;0.69	68	1.9269351529646464e-4
GRUPO_2	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas;;;0.74	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;;;;0.88	15	4.25059224918672e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;;;0.91	57	1.6152250546909536e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;;salmoneum;0.95	7	1.983609716287136e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Siphonobacter;;;1	5	1.41686408306224e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;;;0.89	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;;;0.94	139	3.9388821509130274e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;;;0.95	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;;;0.96	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;;;0.99	52	1.4735386463847296e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;;;1	39	1.1051539847885473e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;marinus;;0.54	46	1.3035149564172608e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;marinus;;0.56	29	8.217811681760992e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;marinus;;0.68	5	1.41686408306224e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;marinus;marinus;0.92	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;rivuli;;0.76	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;;;;0.86	3	8.50118449837344e-6
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;;;;0.89	29	8.217811681760992e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Larkinella;insperata;insperata;0.79	14	3.967219432574272e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;;;0.54	16	4.533965065799168e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;;;0.72	31	8.784557314985888e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;;;0.95	78	2.2103079695770945e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;oryzae;;0.77	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;oryzae;oryzae;0.92	99	2.805390884463235e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;;;0.85	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;;;0.95	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;;;0.98	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;;;0.99	563	0.0015953889575280823
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;;;1	332623	0.942563163800823
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Myroides;;;0.61	18	5.100710699024064e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Spongiimonas;;;1	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;;;1	10	2.83372816612448e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Elizabethkingia;;;0.98	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Empedobacter;;;0.87	7	1.983609716287136e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;;;0.71	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;;0.62	32	9.067930131598336e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;;0.76	5	1.41686408306224e-5
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;;0.91	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;;0.92	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;;1	64	1.8135860263196672e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;koreensis;;0.58	140	3.967219432574272e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;koreensis;;0.68	0	0
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;koreensis;;0.69	199	5.639119050587715e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;koreensis;;0.88	242	6.857622162021242e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;terrae;terrae;0.69	270	7.651066048536096e-4
GRUPO_2	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;nutrimenti;nutrimenti;0.61	7	1.983609716287136e-5
GRUPO_2	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;;;0.74	4	1.133491266449792e-5
GRUPO_2	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;;;0.83	2	5.66745633224896e-6
GRUPO_2	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;;;;0.86	3	8.50118449837344e-6
GRUPO_2	Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium PCC-6307;;;0.63	6	1.700236899674688e-5
GRUPO_2	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;ZOR0006;;;0.73	15	4.25059224918672e-5
GRUPO_2	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;;1	4	1.133491266449792e-5
GRUPO_2	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;warneri;;0.74	0	0
GRUPO_2	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;TM7a;;;0.83	0	0
GRUPO_2	Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;;;1	0	0
GRUPO_2	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;1	6	1.700236899674688e-5
GRUPO_2	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;;;;0.9	18	5.100710699024064e-5
GRUPO_2	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;;;;0.95	0	0
GRUPO_2	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;;;0.81	110	3.117100982736928e-4
GRUPO_2	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;;;0.93	0	0
GRUPO_2	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;;;0.97	0	0
GRUPO_2	Bacteria;Proteobacteria;Alphaproteobacteria;;;;;;0.9	87	2.4653435045282976e-4
GRUPO_2	Bacteria;Proteobacteria;Alphaproteobacteria;;;;;;0.91	31	8.784557314985888e-5
GRUPO_2	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;;;;0.94	95	2.692041757818256e-4
GRUPO_2	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;;;;0.99	0	0
