group	taxa	abund	relative_abund
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;marinus;;0.56	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;marinus;;0.68	16	4.975371909050202e-5
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;marinus;marinus;0.92	7	2.1767252102094632e-5
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;rivuli;;0.76	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;;;;0.86	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;;;;0.89	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Larkinella;insperata;insperata;0.79	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;;;0.54	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;;;0.72	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;;;0.95	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;oryzae;;0.77	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;oryzae;oryzae;0.92	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;;;0.85	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;;;0.95	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;;;0.98	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;;;0.99	144	4.477834718145181e-4
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;;;1	297163	0.9240602766306781
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Myroides;;;0.61	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Spongiimonas;;;1	17	5.2863326533658394e-5
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;;;1	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Elizabethkingia;;;0.98	3	9.328822329469128e-6
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Empedobacter;;;0.87	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;;;0.71	23	7.152097119259665e-5
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;;0.62	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;;0.76	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;;0.91	21	6.53017563062839e-5
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;;0.92	109	3.38947211304045e-4
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;;;1	174	5.410716951092094e-4
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;koreensis;;0.58	1127	0.0035045275884372355
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;koreensis;;0.68	17	5.2863326533658394e-5
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;koreensis;;0.69	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;koreensis;;0.88	122	3.793721080650779e-4
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;terrae;terrae;0.69	0	0
GRUPO_3	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;nutrimenti;nutrimenti;0.61	8	2.487685954525101e-5
GRUPO_3	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;;;0.74	0	0
GRUPO_3	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;;;0.83	7	2.1767252102094632e-5
GRUPO_3	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;;;;0.86	0	0
GRUPO_3	Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium PCC-6307;;;0.63	3	9.328822329469128e-6
GRUPO_3	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;ZOR0006;;;0.73	25	7.77401860789094e-5
GRUPO_3	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;;1	0	0
GRUPO_3	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;warneri;;0.74	4	1.2438429772625504e-5
GRUPO_3	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;TM7a;;;0.83	18	5.5972933976814764e-5
GRUPO_3	Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;;;1	6	1.8657644658938256e-5
GRUPO_3	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;1	0	0
GRUPO_3	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;;;;0.9	0	0
GRUPO_3	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;;;;0.95	7	2.1767252102094632e-5
GRUPO_3	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;;;0.81	172	5.348524802228967e-4
GRUPO_3	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;;;0.93	241	7.494153938006866e-4
GRUPO_3	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;;;0.97	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;;;;;;0.9	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;;;;;;0.91	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;;;;0.94	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;;;;0.99	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;;;;1	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;pasteurianus;;0.8	9	2.7986466988407382e-5
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;;;0.81	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodovastum;;;0.75	379	0.0011785412209562665
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodovastum;;;0.81	133	4.13577789939798e-4
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;cervicalis;;0.72	33	1.0261704562416041e-4
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Caedibacterales;Caedibacteraceae;Caedibacter;;;0.87	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Caedibacterales;Caedibacteraceae;Caedibacter;;;0.95	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Caedibacterales;Caedibacteraceae;Caedibacter;;;0.99	2	6.219214886312752e-6
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;;;;0.96	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;;;;1	1447	0.004499601970247276
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;;;0.56	9	2.7986466988407382e-5
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;;;;0.52	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;;;;0.54	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;1174-901-12;;;0.78	1859	0.005780760236827703
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;1174-901-12;;;0.93	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;;;;0.64	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;;;;0.65	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;;;;0.71	260	8.084979352206578e-4
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;;;;0.82	48	1.4926115727150605e-4
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;;mobilis;0.79	4998	0.015541818000895567
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea;;;0.66	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Camelimonas;;;0.52	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;;;0.55	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;;;0.89	465	0.0014459674610677149
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;;;1	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;aquaticum;;0.99	51	1.5858997960097518e-4
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;brachiatum;;0.69	2084	0.006480421911537888
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;extorquens;;0.99	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Pleomorphomonadaceae;;;;0.51	129	4.011393601671725e-4
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;daejeonense;;0.55	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aureimonas;;;0.82	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella;melitensis;;1	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;;;1	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;0.77	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;AB1;;;;0.8	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;AB1;;;;0.84	138	4.291258271555799e-4
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;;;0.5	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Trichorickettsia;mobilis;;0.83	51	1.5858997960097518e-4
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;;;0.95	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;;;0.99	49	1.5237076471466242e-4
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;;;1	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;;;0.52	351	0.001091472212547888
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;;;0.53	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;;;0.54	940	0.0029230309965669935
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;;;0.56	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;;;0.62	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;;;0.77	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;;;0.8	475	0.0014770635354992786
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;;;0.84	2450	0.007618538235733121
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;parapaucimobilis;;0.56	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;phyllosphaerae;;0.58	0	0
GRUPO_3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;;;0.78	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;;;;;;0.5	5	1.554803721578188e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;;;;;;0.89	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;;;;;;1	2	6.219214886312752e-6
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;;;;;0.87	13	4.042489676103289e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;insecticola;;0.8	4	1.2438429772625504e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;pickettii;;0.92	14	4.3534504204189265e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;;;;0.92	13	4.042489676103289e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;;;;1	47	1.4615154982834967e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;testosteroni;;1	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;;;0.95	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;puraquae;;0.57	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Xylophilus;;;0.55	66	2.0523409124832082e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;;;;0.89	355	0.0011039106423205134
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;;;;0.97	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Candidatus Profftella;;;0.72	120	3.7315289317876513e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.52	102	3.1717995920195035e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.57	66	2.0523409124832082e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.6	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.8	34	1.0572665306731679e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.83	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.96	474	0.0014739539280561223
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;agri;0.87	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;aerilata;;0.51	102	3.1717995920195035e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;aerilata;;0.53	76	2.3633016567988456e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;pinisoli;pinisoli;0.55	233	7.245385342554356e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;putida;;0.75	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;putida;;0.86	3	9.328822329469128e-6
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;timonae;;0.51	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;timonae;;0.93	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;0.93	6	1.8657644658938256e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;dispersa;;0.86	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;johnsonii;;0.79	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;junii;;0.88	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;;aerosaccus;1	5	1.554803721578188e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;faecalis;;0.89	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;;;;0.91	7	2.1767252102094632e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;;putida;0.96	7	2.1767252102094632e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;brassicacearum;;0.77	6	1.8657644658938256e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;oryzihabitans;;0.69	83	2.580974177819792e-4
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;protegens;;0.63	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;psychrotolerans;;0.88	0	0
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;;;0.87	4	1.2438429772625504e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Luteibacter;rhizovicinus;;0.99	18	5.5972933976814764e-5
GRUPO_3	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;maltophilia;;0.99	0	0
GRUPO_3	Bacteria;Verrucomicrobiota;Verrucomicrobiae;;;;;;0.51	0	0
GRUPO_3	Bacteria;Verrucomicrobiota;Verrucomicrobiae;;;;;;0.75	16	4.975371909050202e-5
GRUPO_3	Bacteria;Verrucomicrobiota;Verrucomicrobiae;;;;;;0.8	0	0
GRUPO_3	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;;;;;0.54	67	2.083436986914772e-4
GRUPO_3	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;;;;0.63	5	1.554803721578188e-5
